section_a,section_b,paper_similarity
LID Clinical Studies Unit,DNA Tumor Virus Section,0.0
LID Clinical Studies Unit,Disease Modeling and Transmission Section,0.0
LID Clinical Studies Unit,Emerging Respiratory Viruses Section,0.0
LID Clinical Studies Unit,Emerging Virus Immunity Unit,0.0
LID Clinical Studies Unit,Epidemiology and Population Studies Unit,0.0
LID Clinical Studies Unit,Epithelial Therapeutics Unit,0.0
LID Clinical Studies Unit,Flow Cytometry Section,0.0
LID Clinical Studies Unit,Food Allergy Research Section,0.0
LID Clinical Studies Unit,Functional Cellular Networks Section,0.0
LID Clinical Studies Unit,Fungal Pathogenesis Section,0.0
LID Clinical Studies Unit,Gene Regulation Section,0.0
LID Clinical Studies Unit,Genetic Engineering Section,0.0
LID Clinical Studies Unit,Genetic Immunotherapy Section,0.0
LID Clinical Studies Unit,Genomic Technologies Section,0.0
LID Clinical Studies Unit,HIV Pathogenesis Section,0.0
LID Clinical Studies Unit,HIV-Specific Immunity Section,0.0
LID Clinical Studies Unit,Helminth Immunology Section,0.0
LID Clinical Studies Unit,Hepatic Pathogenesis Section,0.0
LID Clinical Studies Unit,Host-Parasite Interactions Section,0.0
LID Clinical Studies Unit,Host-Pathogen Interactions and Structural Vaccinology Section,0.0
LID Clinical Studies Unit,Human Eosinophil Section,0.0
LID Clinical Studies Unit,Human Immunological Diseases Section,0.0
LID Clinical Studies Unit,Immune Activation Section,0.0
LID Clinical Studies Unit,Immune Deficiency Genetics Section,0.0
LID Clinical Studies Unit,Immunity to Pulmonary Pathogens Section,0.0
LID Clinical Studies Unit,Immunobiology Section,0.0
LID Clinical Studies Unit,Immunobiology and Molecular Virology Unit,0.0
LID Clinical Studies Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.0
LID Clinical Studies Unit,Immunopathogenesis Section (Laboratory of Immunoregulation),0.0
LID Clinical Studies Unit,Infectious Disease Fellowship Training Program,0.0
LID Clinical Studies Unit,Infectious Disease Pathogenesis Section,0.0
LID Clinical Studies Unit,Inflammation & Innate Immunity Unit,0.0
LID Clinical Studies Unit,Inflammation Biology Section,0.0
LID Clinical Studies Unit,Innate Immunity and Pathogenesis Section,0.0
LID Clinical Studies Unit,Integrative Immunobiology Section,0.0
LID Clinical Studies Unit,International HIV/STD Section,0.0
LID Clinical Studies Unit,Intracellular Parasite Biology Section,0.0
Lung and Vascular Inflammation Section,Allergy and Immunology Clinical Training Program,0.0
Lung and Vascular Inflammation Section,Antibacterial Host Defense Unit,0.0
Lung and Vascular Inflammation Section,Antibody Biology Unit,0.0
Lung and Vascular Inflammation Section,Apicomplexan Molecular Physiology Section,0.0
Lung and Vascular Inflammation Section,Autoimmunity and Functional Genomics Section,0.0
Lung and Vascular Inflammation Section,B-Cell Immunology Section,0.0
Lung and Vascular Inflammation Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.0
Lung and Vascular Inflammation Section,Bacterial Physiology and Metabolism Unit,0.0
Lung and Vascular Inflammation Section,Barrier Immunity Section,0.0
Lung and Vascular Inflammation Section,Biological Imaging,0.0
Lung and Vascular Inflammation Section,Biology of Vector-Borne Viruses Section,0.0
Lung and Vascular Inflammation Section,Building 14B South,0.0
Lung and Vascular Inflammation Section,Building 33,0.0
Lung and Vascular Inflammation Section,Building 50,0.0
Lung and Vascular Inflammation Section,Building NIHAC/103,0.0
Lung and Vascular Inflammation Section,Buildings 4 and 10/11C127,0.0
Lung and Vascular Inflammation Section,Caliciviruses Section,0.0
Lung and Vascular Inflammation Section,Cell Signaling and Immunity Section,0.0
Lung and Vascular Inflammation Section,Cellular Biology Section,0.0
Lung and Vascular Inflammation Section,Cellular Immunology Section,0.0
Lung and Vascular Inflammation Section,Chemotaxis Signal Section,0.0
Lung and Vascular Inflammation Section,Chlamydial Diseases Section,0.0
Lung and Vascular Inflammation Section,Clinical Microbiome Unit (CMU),0.0
Lung and Vascular Inflammation Section,Clinical Research Section,0.0
Lung and Vascular Inflammation Section,Computational Biology Unit,0.0
Lung and Vascular Inflammation Section,Coxiella Pathogenesis Section,0.0
Lung and Vascular Inflammation Section,DNA Tumor Virus Section,0.0
Lung and Vascular Inflammation Section,Disease Modeling and Transmission Section,0.0
Lung and Vascular Inflammation Section,Emerging Respiratory Viruses Section,0.0
Lung and Vascular Inflammation Section,Emerging Virus Immunity Unit,0.0
Lung and Vascular Inflammation Section,Epidemiology and Population Studies Unit,0.0
Lung and Vascular Inflammation Section,Epithelial Therapeutics Unit,0.0
Lung and Vascular Inflammation Section,Flow Cytometry Section,0.0
Lung and Vascular Inflammation Section,Food Allergy Research Section,0.0
Lung and Vascular Inflammation Section,Functional Cellular Networks Section,0.0
Lung and Vascular Inflammation Section,Fungal Pathogenesis Section,0.0
Lung and Vascular Inflammation Section,Gene Regulation Section,0.0
Lung and Vascular Inflammation Section,Genetic Engineering Section,0.0
Lung and Vascular Inflammation Section,Genetic Immunotherapy Section,0.0
Lung and Vascular Inflammation Section,HIV Immunovirology Section,0.0
Lung and Vascular Inflammation Section,HIV Pathogenesis Section,0.0
Lung and Vascular Inflammation Section,HIV-Specific Immunity Section,0.0
Lung and Vascular Inflammation Section,Helminth Immunology Section,0.0
Lung and Vascular Inflammation Section,Hepatic Pathogenesis Section,0.0
Lung and Vascular Inflammation Section,Host-Parasite Interactions Section,0.0
Lung and Vascular Inflammation Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.0
Lung and Vascular Inflammation Section,Human Eosinophil Section,0.0
Lung and Vascular Inflammation Section,Human Immunological Diseases Section,0.0
Lung and Vascular Inflammation Section,Immune Deficiency Genetics Section,0.0
Lung and Vascular Inflammation Section,Immunity to Pulmonary Pathogens Section,0.0
Lung and Vascular Inflammation Section,Immunobiology Section,0.0
Lung and Vascular Inflammation Section,Immunobiology and Molecular Virology Unit,0.0
Lung and Vascular Inflammation Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.0
Lung and Vascular Inflammation Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.0
Lung and Vascular Inflammation Section,Infectious Disease Fellowship Training Program,0.0
Lung and Vascular Inflammation Section,Infectious Disease Pathogenesis Section,0.0
Lung and Vascular Inflammation Section,Inflammation & Innate Immunity Unit,0.0
Lung and Vascular Inflammation Section,Inflammation Biology Section,0.0
Lung and Vascular Inflammation Section,Innate Immunity and Pathogenesis Section,0.0
Lung and Vascular Inflammation Section,Integrative Immunobiology Section,0.0
Lung and Vascular Inflammation Section,International HIV/STD Section,0.0
Lung and Vascular Inflammation Section,Intracellular Parasite Biology Section,0.0
Lung and Vascular Inflammation Section,LID Clinical Studies Unit,0.0
Lyme Disease Studies Unit,Allergy and Immunology Clinical Training Program,0.0
Lyme Disease Studies Unit,Antibacterial Host Defense Unit,0.0
Lyme Disease Studies Unit,Antibody Biology Unit,0.0
Lyme Disease Studies Unit,Apicomplexan Molecular Physiology Section,0.0
Lyme Disease Studies Unit,Autoimmunity and Functional Genomics Section,0.0
Lyme Disease Studies Unit,B-Cell Immunology Section,0.0
Lyme Disease Studies Unit,B-Cell Molecular Immunology Section,0.0
Lyme Disease Studies Unit,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.0
Lyme Disease Studies Unit,Bacterial Physiology and Metabolism Unit,0.0
Lyme Disease Studies Unit,Barrier Immunity Section,0.0
Lyme Disease Studies Unit,Biological Imaging,0.0
Lyme Disease Studies Unit,Biology of Vector-Borne Viruses Section,0.0
Lyme Disease Studies Unit,Building 14B South,0.0
Lyme Disease Studies Unit,Building 33,0.0
Lyme Disease Studies Unit,Building 50,0.0
Lyme Disease Studies Unit,Building NIHAC/103,0.0
Lyme Disease Studies Unit,Buildings 4 and 10/11C127,0.0
Lyme Disease Studies Unit,Caliciviruses Section,0.0
Lyme Disease Studies Unit,Cell Signaling and Immunity Section,0.0
Lyme Disease Studies Unit,Cellular Biology Section,0.0
Lyme Disease Studies Unit,Cellular Immunology Section,0.0
Lyme Disease Studies Unit,Chemotaxis Signal Section,0.0
Lyme Disease Studies Unit,Chlamydial Diseases Section,0.0
Lyme Disease Studies Unit,Clinical Microbiome Unit (CMU),0.0
Lyme Disease Studies Unit,Clinical Pathophysiology Section,0.0
Lyme Disease Studies Unit,Clinical Research Section,0.0
Lyme Disease Studies Unit,Clinical and Molecular Retrovirology Section,0.0
Lyme Disease Studies Unit,Computational Biology Unit,0.0
Lyme Disease Studies Unit,Coxiella Pathogenesis Section,0.0
Lyme Disease Studies Unit,DNA Tumor Virus Section,0.0
Lyme Disease Studies Unit,Disease Modeling and Transmission Section,0.0
Lyme Disease Studies Unit,Emerging Virus Immunity Unit,0.0
Lyme Disease Studies Unit,Epithelial Therapeutics Unit,0.0
Lyme Disease Studies Unit,Flow Cytometry Section,0.0
Lyme Disease Studies Unit,Food Allergy Research Section,0.0
Lyme Disease Studies Unit,Functional Cellular Networks Section,0.0
Lyme Disease Studies Unit,Fungal Pathogenesis Section,0.0
Lyme Disease Studies Unit,Gene Regulation Section,0.0
Lyme Disease Studies Unit,Genetic Engineering Section,0.0
Lyme Disease Studies Unit,Genetic Immunotherapy Section,0.0
Lyme Disease Studies Unit,Genomic Technologies Section,0.0
Lyme Disease Studies Unit,HIV Immunovirology Section,0.0
Lyme Disease Studies Unit,HIV Pathogenesis Section,0.0
Lyme Disease Studies Unit,HIV-Specific Immunity Section,0.0
Lyme Disease Studies Unit,Helminth Immunology Section,0.0
Lyme Disease Studies Unit,Hepatic Pathogenesis Section,0.0
Lyme Disease Studies Unit,Host-Parasite Interactions Section,0.0
Lyme Disease Studies Unit,Host-Pathogen Interactions and Structural Vaccinology Section,0.0
Lyme Disease Studies Unit,Human Eosinophil Section,0.0
Lyme Disease Studies Unit,Human Immunological Diseases Section,0.0
Lyme Disease Studies Unit,Immune Activation Section,0.0
Lyme Disease Studies Unit,Immune Deficiency Genetics Section,0.0
Lyme Disease Studies Unit,Immunity to Pulmonary Pathogens Section,0.0
Lyme Disease Studies Unit,Immunobiology Section,0.0
Lyme Disease Studies Unit,Immunobiology and Molecular Virology Unit,0.0
Lyme Disease Studies Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.0
Lyme Disease Studies Unit,Immunopathogenesis Section (Laboratory of Immunoregulation),0.0
Lyme Disease Studies Unit,Infectious Disease Fellowship Training Program,0.0
Lyme Disease Studies Unit,Infectious Disease Pathogenesis Section,0.0
Lyme Disease Studies Unit,Inflammation & Innate Immunity Unit,0.0
Lyme Disease Studies Unit,Inflammation Biology Section,0.0
Lyme Disease Studies Unit,Innate Immunity and Pathogenesis Section,0.0
Lyme Disease Studies Unit,Integrative Immunobiology Section,0.0
Lyme Disease Studies Unit,International HIV/STD Section,0.0
Lyme Disease Studies Unit,Intracellular Parasite Biology Section,0.0
Lyme Disease Studies Unit,LID Clinical Studies Unit,0.0
Lyme Disease Studies Unit,Lung and Vascular Inflammation Section,0.0
Lymphocyte Activation Section,Allergy and Immunology Clinical Training Program,0.0
Lymphocyte Activation Section,Antibacterial Host Defense Unit,0.0
Lymphocyte Activation Section,Antibody Biology Unit,0.0
Lymphocyte Activation Section,B-Cell Molecular Immunology Section,0.0
Lymphocyte Activation Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.0
Lymphocyte Activation Section,Bacterial Physiology and Metabolism Unit,0.0
Lymphocyte Activation Section,Barrier Immunity Section,0.0
Lymphocyte Activation Section,Biological Imaging,0.0
Lymphocyte Activation Section,Biology of Vector-Borne Viruses Section,0.0
Lymphocyte Activation Section,Building 14B South,0.0
Lymphocyte Activation Section,Building 33,0.0
Lymphocyte Activation Section,Building 50,0.0
Lymphocyte Activation Section,Building NIHAC/103,0.0
Lymphocyte Activation Section,Buildings 4 and 10/11C127,0.0
Lymphocyte Activation Section,Caliciviruses Section,0.0
Lymphocyte Activation Section,Cell Signaling and Immunity Section,0.0
Lymphocyte Activation Section,Cellular Biology Section,0.0
Lymphocyte Activation Section,Chlamydial Diseases Section,0.0
Lymphocyte Activation Section,Clinical Microbiome Unit (CMU),0.0
Lymphocyte Activation Section,Clinical Pathophysiology Section,0.0
Lymphocyte Activation Section,Clinical Research Section,0.0
Lymphocyte Activation Section,Clinical and Molecular Retrovirology Section,0.0
Lymphocyte Activation Section,Computational Biology Unit,0.0
Lymphocyte Activation Section,Coxiella Pathogenesis Section,0.0
Lymphocyte Activation Section,DNA Tumor Virus Section,0.0
Lymphocyte Activation Section,Disease Modeling and Transmission Section,0.0
Lymphocyte Activation Section,Emerging Respiratory Viruses Section,0.0
Lymphocyte Activation Section,Emerging Virus Immunity Unit,0.0
Lymphocyte Activation Section,Epidemiology and Population Studies Unit,0.0
Lymphocyte Activation Section,Epithelial Therapeutics Unit,0.0
Lymphocyte Activation Section,Flow Cytometry Section,0.0
Lymphocyte Activation Section,Food Allergy Research Section,0.0
Lymphocyte Activation Section,Functional Cellular Networks Section,0.0
Lymphocyte Activation Section,Fungal Pathogenesis Section,0.0
Lymphocyte Activation Section,Gene Regulation Section,0.0
Lymphocyte Activation Section,Genetic Engineering Section,0.0
Lymphocyte Activation Section,Genetic Immunotherapy Section,0.0
Lymphocyte Activation Section,Genomic Technologies Section,0.0
Lymphocyte Activation Section,HIV Pathogenesis Section,0.0
Lymphocyte Activation Section,HIV-Specific Immunity Section,0.0
Lymphocyte Activation Section,Helminth Immunology Section,0.0
Lymphocyte Activation Section,Hepatic Pathogenesis Section,0.0
Lymphocyte Activation Section,Host-Parasite Interactions Section,0.0
