section_a,section_b,journal_cat_similarity
Type 2 Immunity Section,Molecular Pathogenesis and Biomarkers Section,0.31958762886597936
Translational Autoinflammatory Disease Studies Unit,Mucosal Immunity Section,0.3194444444444444
Viral Pathogenesis Section (Laboratory of Immunoregulation),Pathogen-Host Cell Biology Section,0.3194444444444444
Virus Ecology Section,RML Genomics Unit,0.3193612774451098
Viral Pathogenesis and Vaccine Section,Mucosal Immunobiology Section,0.31932773109243695
Structural Immunology Section,Salmonella-Host Cell Interactions Section,0.3192982456140351
Microbial Pathogenesis Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.3192834562697576
Type 2 Immunity Section,RML Genomics Unit,0.3192090395480226
Structural Virology Section,Antibacterial Host Defense Unit,0.3191489361702128
Mast Cell Biology Section,Genetic Immunotherapy Section,0.31909028256374916
Fungal Pathogenesis Section,Clinical Pathophysiology Section,0.319047619047619
Retroviral Immunology Section,Molecular and Cellular Immunoregulation Section,0.319047619047619
T-Lymphocyte Biology Section,HIV Pathogenesis Section,0.31893004115226337
Host-Pathogen Interactions and Structural Vaccinology Section,Antibacterial Host Defense Unit,0.31891891891891894
Translational Immunobiology Unit,RML Microscopy Unit,0.3188405797101449
Molecular Genetics Section (Laboratory of Bacteriology),DNA Tumor Virus Section,0.31873479318734793
Translational Allergic Immunopathology Unit,B-Cell Immunology Section,0.3187250996015936
Viral Pathogenesis and Vaccine Section,Molecular and Cellular Immunoregulation Section,0.3187066974595843
Translational Autoinflammatory Disease Studies Unit,Cellular Immunology Section,0.3186372745490982
Viral Pathogenesis and Vaccine Section,Nonhuman Primate Virology Section,0.31862745098039214
TSE/Prion Biochemistry Section,Caliciviruses Section,0.31861804222648754
Molecular Pathogenesis and Biomarkers Section,Innate Immunity and Pathogenesis Section,0.3185595567867036
TSE/Prion and Retroviral Pathogenesis Section,Nonhuman Primate Virology Section,0.3184931506849315
Mosquito Immunity and Vector Competence Section,Infectious Disease Pathogenesis Section,0.3183856502242152
Infectious Disease Pathogenesis Section,Genomic Technologies Section,0.3183673469387755
Molecular Development of the Immune System Section,Immunity to Pulmonary Pathogens Section,0.31835205992509363
Structural Immunology Section,B-Cell Immunology Section,0.31835205992509363
Vector Biology Section,Systems Genomics Section,0.3182897862232779
Viral Pathogenesis and Evolution Section,RML Microscopy Unit,0.3181818181818182
Immunobiology and Molecular Virology Unit,HIV Pathogenesis Section,0.3180327868852459
Malaria Cell Biology Section,B-Cell Molecular Immunology Section,0.3180327868852459
Viral Pathogenesis and Evolution Section,Pathogen-Host Cell Biology Section,0.3179916317991632
Infectious Disease Pathogenesis Section,DNA Tumor Virus Section,0.3177966101694915
Molecular Biology Section,Inflammation Biology Section,0.3177257525083612
Viral Pathogenesis Section (Laboratory of Viral Diseases),Salmonella-Host Cell Interactions Section,0.3177083333333333
Pathogen Molecular Genetics Section,Cellular Biology Section,0.3176470588235294
T-Lymphocyte Biology Section,Pathogen-Host Cell Biology Section,0.3176470588235294
Viral Biochemistry Section,Emerging Virus Immunity Unit,0.3176470588235294
Viral Pathogenesis Section (Laboratory of Immunoregulation),Systems Genomics Section,0.3175416133162612
Pathogen Molecular Genetics Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.31746031746031744
T-Lymphocyte Biology Section,Molecular and Cellular Immunology Section,0.31738035264483627
Viral Biochemistry Section,Molecular HIV Host Interactions Section,0.317351598173516
Infectious Disease Pathogenesis Section,Gene Regulation Section,0.3173076923076923
Structural Immunology Section,RML Flow Cytometry Unit,0.3173076923076923
Viral Immunology Section,Genomic Technologies Section,0.3172043010752688
Genomic Technologies Section,Autoimmunity and Functional Genomics Section,0.31716417910447764
Disease Modeling and Transmission Section,Barrier Immunity Section,0.3171127331711273
TSE/Prion Molecular Biology Section,Molecular Entomology Unit,0.3170731707317073
Molecular Biology Section,Lymphocyte Biology Section,0.31693989071038253
Genetic Engineering Section,Cellular Biology Section,0.3169291338582677
Mosquito Immunity and Vector Competence Section,Molecular Parasitology Section,0.3168831168831169
RML Microscopy Unit,Caliciviruses Section,0.3168831168831169
HIV Immunovirology Section,DNA Tumor Virus Section,0.31683168316831684
Structural Biology Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.31683168316831684
RML Microscopy Unit,Infectious Disease Pathogenesis Section,0.31679389312977096
Viral Pathogenesis and Vaccine Section,Plague Section,0.31678486997635935
Food Allergy Research Section,Antibacterial Host Defense Unit,0.31666666666666665
Innate Immunity and Pathogenesis Section,Fungal Pathogenesis Section,0.316622691292876
Immunobiology Section,Clinical Research Section,0.31657608695652173
RNA Viruses Section,HIV Immunovirology Section,0.3165680473372781
Viral Biochemistry Section,Molecular Microbiology Section,0.3164763458401305
Molecular Pathogenesis and Biomarkers Section,Genomic Technologies Section,0.3164251207729469
RML Genomics Unit,Molecular Parasitology Section,0.3163972286374134
Viral Pathogenesis Section (Laboratory of Immunoregulation),Clinical Pathophysiology Section,0.3163972286374134
Mucosal Immunobiology Section,Innate Immunity and Pathogenesis Section,0.31620553359683795
Salmonella-Host Cell Interactions Section,Malaria Infection Biology and Immunity Unit,0.3161290322580645
Translational Autoinflammatory Disease Studies Unit,Molecular Development of the Immune System Section,0.31608133086876156
Inflammation Biology Section,Clinical Pathophysiology Section,0.31607629427792916
Malaria Cell Biology Section,Emerging Virus Immunity Unit,0.3160377358490566
Mucosal Immunobiology Section,Molecular Development of the Immune System Section,0.31601731601731603
Pathogen-Host Cell Biology Section,Mosquito Immunity and Vector Competence Section,0.3159851301115242
Mosquito Immunity and Vector Competence Section,Host-Parasite Interactions Section,0.3159509202453988
Pathogen Molecular Genetics Section,Immunobiology Section,0.3157894736842105
Structural Virology Section,Retroviral Immunology Section,0.3157894736842105
Viral Immunology Section,Inflammation Biology Section,0.31565656565656564
TSE/Prion Biochemistry Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.3156498673740053
Immunopathogenesis Section (Laboratory of Immunoregulation),Fungal Pathogenesis Section,0.31563421828908556
Mucosal Immunobiology Section,HIV Pathogenesis Section,0.3155737704918033
Pathogen Molecular Genetics Section,Clinical and Molecular Retrovirology Section,0.31539888682745826
HIV Immunovirology Section,Clinical Research Section,0.31529411764705884
Virus Ecology Section,Molecular Parasitology Section,0.3150943396226415
Viral Immunology Section,Malaria Cell Biology Section,0.31494661921708184
Viral Immunology Section,Clinical Pathophysiology Section,0.3149171270718232
RNA Viruses Section,Gene Regulation Section,0.31486880466472306
Type 2 Immunity Section,Barrier Immunity Section,0.31477927063339733
Genomic Technologies Section,Apicomplexan Molecular Physiology Section,0.31475409836065577
Pathogen-Host Cell Biology Section,Malaria Genetics Section,0.3147208121827411
Translational Immunobiology Unit,TSE/Prion Biochemistry Section,0.3146997929606625
Mucosal Immunity Section,B-Cell Immunology Section,0.3146067415730337
Viral Biochemistry Section,Fungal Pathogenesis Section,0.31451612903225806
Viral Budding Unit,Antibacterial Host Defense Unit,0.31451612903225806
Viral Biology Section,RML Microscopy Unit,0.31444759206798867
Type 2 Immunity Section,Cellular Biology Section,0.31444241316270566
T-Lymphocyte Biology Section,Food Allergy Research Section,0.31443298969072164
Molecular and Cellular Immunology Section,Molecular Biology Section,0.3143631436314363
Type 2 Immunity Section,Immunobiology and Molecular Virology Unit,0.31435643564356436
Molecular HIV Host Interactions Section,Immune Activation Section,0.3143350604490501
Molecular Signaling Section,Molecular HIV Host Interactions Section,0.3143350604490501
Pathogen-Host Cell Biology Section,Molecular Parasitology Section,0.31433224755700323
Virus Ecology Section,Nonhuman Primate Virology Section,0.31432748538011696
Fungal Pathogenesis Section,Emerging Virus Immunity Unit,0.3142857142857143
TSE/Prion Biochemistry Section,Barrier Immunity Section,0.3142857142857143
Intracellular Parasite Biology Section,Human Immunological Diseases Section,0.31414868105515587
Molecular Development of the Immune System Section,Clinical Research Section,0.3141025641025641
T-Lymphocyte Biology Section,Emerging Virus Immunity Unit,0.314070351758794
Molecular Pathogenesis Unit,Gene Regulation Section,0.3140495867768595
Barrier Immunity Section,B-Cell Immunology Section,0.313953488372093
Clinical Pathophysiology Section,Autoimmunity and Functional Genomics Section,0.313953488372093
Genomic Technologies Section,Clinical Pathophysiology Section,0.313953488372093
T-Lymphocyte Biology Section,Molecular Development of the Immune System Section,0.31385281385281383
Translational Autoinflammatory Disease Studies Unit,Molecular and Cellular Immunology Section,0.3138075313807531
Vector Biology Section,Emerging Respiratory Viruses Section,0.31377899045020463
Vector Biology Section,Medical Virology Section,0.31377899045020463
Molecular HIV Host Interactions Section,Cell Signaling and Immunity Section,0.3137254901960784
Mucosal Immunobiology Section,Immune Activation Section,0.3137254901960784
Mucosal Immunobiology Section,Molecular Signaling Section,0.3137254901960784
Molecular Parasitology Section,Malaria Immunology Section,0.3136986301369863
Lymphocyte Biology Section,Fungal Pathogenesis Section,0.3135755258126195
Viral Pathogenesis and Evolution Section,Translational Immunobiology Unit,0.3135245901639344
Retroviral Immunology Section,Molecular Pathogenesis Unit,0.31347962382445144
Viral Pathogenesis and Vaccine Section,Clinical Research Section,0.31346153846153846
Viral Immunity and Pathogenesis Unit,Clinical Pathophysiology Section,0.31343283582089554
Molecular Pathology Section,B-Cell Molecular Immunology Section,0.3133971291866029
Immunity to Pulmonary Pathogens Section,Clinical and Molecular Retrovirology Section,0.31338028169014087
TSE/Prion Biochemistry Section,Immunity to Pulmonary Pathogens Section,0.3133208255159475
Immunobiology Section,Disease Modeling and Transmission Section,0.3133079847908745
Inflammation Biology Section,B-Cell Immunology Section,0.3132183908045977
Structural Virology Section,Genomic Technologies Section,0.3132075471698113
T-Lymphocyte Biology Section,Immunobiology and Molecular Virology Unit,0.3131578947368421
Vector Biology Section,Disease Modeling and Transmission Section,0.31315626930203827
T-Cell Tolerance and Memory Section,Molecular Biology Section,0.3128834355828221
Molecular Pathogenesis and Biomarkers Section,Cellular Biology Section,0.3127962085308057
HIV Immunovirology Section,Cellular Biology Section,0.3126177024482109
Malaria Infection Biology and Immunity Unit,Emerging Virus Immunity Unit,0.3125
Molecular Biology Section,Innate Immunity and Pathogenesis Section,0.3125
RML Microscopy Unit,Chlamydial Diseases Section,0.3125
Translational Allergic Immunopathology Unit,Clinical Pathophysiology Section,0.3125
RML Genomics Unit,Genomic Technologies Section,0.3123359580052493
Inflammation & Innate Immunity Unit,Fungal Pathogenesis Section,0.3123209169054441
Viral Immunology Section,Structural Immunology Section,0.31230283911671924
Pathogenesis and Immunity Section,Disease Modeling and Transmission Section,0.3123008285532186
Vaccine Development Unit,Disease Modeling and Transmission Section,0.3123008285532186
Systems Genomics Section,Plague Section,0.31223628691983124
Translational Allergic Immunopathology Unit,Flow Cytometry Section,0.3121951219512195
Translational Autoinflammatory Disease Studies Unit,Immunity to Pulmonary Pathogens Section,0.3121951219512195
TSE/Prion and Retroviral Pathogenesis Section,T-Lymphocyte Biology Section,0.31212121212121213
Viral Pathogenesis and Vaccine Section,Immune Activation Section,0.31209150326797386
Viral Pathogenesis and Vaccine Section,Molecular Signaling Section,0.31209150326797386
Human Eosinophil Section,Clinical Research Section,0.31208053691275167
Translational Immunobiology Unit,Emerging Virus Immunity Unit,0.3120567375886525
Molecular Genetics Section (Laboratory of Bacteriology),Fungal Pathogenesis Section,0.312
TSE/Prion Biochemistry Section,B-Cell Molecular Immunology Section,0.3119584055459272
Mucosal Immunobiology Section,Molecular HIV Host Interactions Section,0.3119266055045872
Viral Pathogenesis and Vaccine Section,Mucosal Immunity Section,0.31190926275992437
HIV Pathogenesis Section,B-Cell Molecular Immunology Section,0.3118811881188119
HIV-Specific Immunity Section,Genetic Engineering Section,0.3118756936736959
HIV-Specific Immunity Section,Gene Regulation Section,0.3117505995203837
Immune Activation Section,Clinical Pathophysiology Section,0.3114754098360656
Molecular Signaling Section,Clinical Pathophysiology Section,0.3114754098360656
