section_a,section_b,journal_similarity
T-Cell Tolerance and Memory Section,Integrative Immunobiology Section,0.13846153846153847
Systems Genomics Section,RML Genomics Unit,0.13839285714285715
TSE/Prion Molecular Biology Section,Salmonella-Host Cell Interactions Section,0.13829787234042554
Virus Ecology Section,RML Genomics Unit,0.13829787234042554
Structural Immunology Section,Molecular Defenses Section,0.13821138211382114
Viral Pathogenesis Section (Laboratory of Immunoregulation),Flow Cytometry Section,0.13821138211382114
Molecular and Cellular Immunology Section,Malaria Infection Biology and Immunity Unit,0.13815789473684212
Viral Pathogenesis Section (Laboratory of Viral Diseases),Molecular Pathogenesis Unit,0.13815789473684212
Viral Pathogenesis and Vaccine Section,Malaria Infection Biology and Immunity Unit,0.13815789473684212
HIV-Specific Immunity Section,Disease Modeling and Transmission Section,0.1380952380952381
Structural Virology Section,Cellular Biology Section,0.1380952380952381
TSE/Prion Biochemistry Section,Disease Modeling and Transmission Section,0.13808463251670378
Viral Pathogenesis and Vaccine Section,Clinical and Molecular Retrovirology Section,0.13807531380753138
Infectious Disease Pathogenesis Section,Flow Cytometry Section,0.13793103448275862
Neuroimmunology Unit,B-Cell Molecular Immunology Section,0.13793103448275862
RML Flow Cytometry Unit,Molecular Genetics Section (Laboratory of Viral Diseases),0.13793103448275862
RML Genomics Unit,Nonhuman Primate Virology Section,0.13793103448275862
Structural Virology Section,Infectious Disease Pathogenesis Section,0.13793103448275862
Viral Budding Unit,Immunobiology and Molecular Virology Unit,0.13793103448275862
Virus Ecology Section,Malaria Infection Biology and Immunity Unit,0.1377245508982036
Type 2 Immunity Section,B-Cell Immunology Section,0.13768115942028986
Type 2 Immunity Section,Molecular and Cellular Immunoregulation Section,0.13768115942028986
Virus Ecology Section,Helminth Immunology Section,0.13761467889908258
RML Genomics Unit,Molecular Microbiology Section,0.13756613756613756
Viral Pathogenesis Section (Laboratory of Viral Diseases),Molecular Development of the Immune System Section,0.1375
Lymphocyte Biology Section,Immune Deficiency Genetics Section,0.13747228381374724
Viral Immunology Section,Signaling Systems Section,0.13740458015267176
Viral Pathogenesis and Vaccine Section,Inflammation & Innate Immunity Unit,0.13740458015267176
Molecular Pathogenesis and Biomarkers Section,Helminth Immunology Section,0.13725490196078433
Structural Informatics Unit,Structural Biology Section,0.13725490196078433
Mast Cell Biology Section,Cellular Biology Section,0.13714285714285715
Retroviral Immunology Section,Genetic Engineering Section,0.13714285714285715
Malaria Functional Genomics Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.13712374581939799
T-Lymphocyte Biology Section,RML Genomics Unit,0.13709677419354838
T-Lymphocyte Biology Section,RML Microscopy Unit,0.13709677419354838
Viral Immunology Section,Computational Biology Unit,0.13709677419354838
HIV Immunovirology Section,Cellular Immunology Section,0.136986301369863
Pathology Core,HIV-Specific Immunity Section,0.136986301369863
Translational Immunobiology Unit,Infectious Disease Pathogenesis Section,0.136986301369863
T-Lymphocyte Biology Section,Pathogen Molecular Genetics Section,0.13692946058091288
Inflammation & Innate Immunity Unit,Clinical Pathophysiology Section,0.1368421052631579
T-Lymphocyte Biology Section,Salmonella-Host Cell Interactions Section,0.1368421052631579
Type 2 Immunity Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.1368421052631579
Viral Immunology Section,Integrative Immunobiology Section,0.13675213675213677
Viral Pathogenesis Section (Laboratory of Immunoregulation),Structural Biology Section,0.13675213675213677
Molecular Pathogenesis Unit,Molecular Parasitology Section,0.1366906474820144
Immune Activation Section,Autoimmunity and Functional Genomics Section,0.13658536585365855
Molecular Signaling Section,Autoimmunity and Functional Genomics Section,0.13658536585365855
Systems Genomics Section,Mosquito Immunity and Vector Competence Section,0.13658536585365855
Molecular Parasitology Section,Malaria Functional Genomics Section,0.13656387665198239
Neuroimmunology Unit,Cellular Biology Section,0.13656387665198239
RML Microscopy Unit,Malaria Genetics Section,0.13656387665198239
Pathogenesis and Immunity Section,Malaria Infection Biology and Immunity Unit,0.13654618473895583
Vaccine Development Unit,Malaria Infection Biology and Immunity Unit,0.13654618473895583
Lymphocyte Activation Section,Cellular Biology Section,0.13653136531365315
Vector Molecular Biology Section,Molecular Entomology Unit,0.13651877133105803
Microbial Pathogenesis Section,B-Cell Molecular Immunology Section,0.13649025069637882
Molecular Parasitology Section,Genomic Technologies Section,0.13636363636363635
Structural Virology Section,RML Microscopy Unit,0.13636363636363635
TSE/Prion Biochemistry Section,RML Genomics Unit,0.13636363636363635
Viral Pathogenesis Section (Laboratory of Immunoregulation),TSE/Prion and Retroviral Pathogenesis Section,0.13636363636363635
Vector Biology Section,Malaria Functional Genomics Section,0.1362397820163488
Viral Pathogenesis and Evolution Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.13622291021671826
Vector Biology Section,Microbial Pathogenesis Section,0.13617886178861788
Type 2 Immunity Section,Lymphocyte Biology Section,0.13612565445026178
Plague Section,Molecular Parasitology Section,0.1360544217687075
Inflammation & Innate Immunity Unit,Cellular Biology Section,0.13592233009708737
Molecular Biology Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.13592233009708737
Pathogen-Host Cell Biology Section,Metaorganism Immunity Section,0.13588850174216027
Innate Immunity and Pathogenesis Section,Clinical Research Section,0.13580246913580246
LID Clinical Studies Unit,Innate Immunity and Pathogenesis Section,0.13580246913580246
Molecular Genetics Section (Laboratory of Viral Diseases),Chlamydial Diseases Section,0.13580246913580246
RML Flow Cytometry Unit,Pathology Core,0.13580246913580246
T-Lymphocyte Biology Section,Clinical Research Section,0.13580246913580246
Translational Immunobiology Unit,RML Flow Cytometry Unit,0.13580246913580246
Mosquito Immunity and Vector Competence Section,HIV Immunovirology Section,0.1357142857142857
Viral Pathogenesis Section (Laboratory of Immunoregulation),Neuroimmunology Unit,0.1357142857142857
Retroviral Immunology Section,Disease Modeling and Transmission Section,0.135678391959799
Vector Molecular Biology Section,Disease Modeling and Transmission Section,0.1356521739130435
Malaria Cell Biology Section,HIV-Specific Immunity Section,0.13559322033898305
Molecular Genetics Section (Laboratory of Viral Diseases),LID Clinical Studies Unit,0.13559322033898305
Systems Genomics Section,Molecular Parasitology Section,0.13559322033898305
T-Lymphocyte Biology Section,Neuroimmunological Diseases Section,0.13559322033898305
Viral Pathogenesis Section (Laboratory of Immunoregulation),Immunobiology and Molecular Virology Unit,0.13559322033898305
Retroviral Immunology Section,Molecular Development of the Immune System Section,0.13551401869158877
Pathogen Molecular Genetics Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.13548387096774195
Viral Pathogenesis and Vaccine Section,DNA Tumor Virus Section,0.13548387096774195
RML Genomics Unit,Infectious Disease Pathogenesis Section,0.13541666666666666
T-Lymphocyte Biology Section,Molecular Development of the Immune System Section,0.13541666666666666
Retroviral Immunology Section,Mucosal Immunity Section,0.13526570048309178
Inflammation Biology Section,B-Cell Immunology Section,0.13513513513513514
Integrative Immunobiology Section,Autoimmunity and Functional Genomics Section,0.13513513513513514
Molecular Parasitology Section,Fungal Pathogenesis Section,0.13513513513513514
Molecular and Cellular Immunoregulation Section,Inflammation Biology Section,0.13513513513513514
Pathology Core,Cellular Immunology Section,0.13513513513513514
Signaling Systems Section,Molecular Pathology Section,0.13513513513513514
Translational Allergic Immunopathology Unit,Primary Immune Deficiency Clinic,0.13513513513513514
Viral Budding Unit,Building NIHAC/103,0.13513513513513514
Mast Cell Biology Section,Immune Activation Section,0.1350293542074364
Molecular Signaling Section,Mast Cell Biology Section,0.1350293542074364
Viral Immunology Section,RML Genomics Unit,0.13496932515337423
Molecular Pathogenesis and Biomarkers Section,Gene Regulation Section,0.1349206349206349
Retroviral Immunology Section,Molecular Pathogenesis Unit,0.1349206349206349
Systems Genomics Section,Malaria Genetics Section,0.13486842105263158
Twinbrook Imaging Facility,Autoimmunity and Functional Genomics Section,0.1348314606741573
Viral Immunity and Pathogenesis Unit,Structural Biology Section,0.1348314606741573
Translational Immunobiology Unit,Molecular Development of the Immune System Section,0.13471502590673576
Immunobiology Section,Genomic Technologies Section,0.1346938775510204
Immunopathogenesis Section (Laboratory of Immunoregulation),Immunobiology and Molecular Virology Unit,0.1346153846153846
Tuberculosis Research Section,TSE/Prion Biochemistry Section,0.1345565749235474
T-Cell Tolerance and Memory Section,Cellular Immunology Section,0.13450292397660818
Mast Cell Biology Section,Immunobiology Section,0.13446969696969696
Viral Immunity and Pathogenesis Unit,Molecular Defenses Section,0.13445378151260504
Viral Pathogenesis Section (Laboratory of Immunoregulation),Systems Genomics Section,0.13445378151260504
DNA Tumor Virus Section,Barrier Immunity Section,0.13440860215053763
Viral Pathogenesis Section (Laboratory of Viral Diseases),Viral Pathogenesis Section (Laboratory of Immunoregulation),0.13440860215053763
Molecular Parasitology Section,Molecular Microbiology Section,0.13432835820895522
Scientist Emerita,Inflammation & Innate Immunity Unit,0.13432835820895522
T-Cell Tolerance and Memory Section,RML Flow Cytometry Unit,0.13432835820895522
Translational Immunobiology Unit,Emerging Virus Immunity Unit,0.13432835820895522
Viral Budding Unit,Biology of Vector-Borne Viruses Section,0.13432835820895522
Viral Epidemiology and Immunity Unit,Host-Pathogen Interactions and Structural Vaccinology Section,0.13432835820895522
RML Microscopy Unit,Molecular Development of the Immune System Section,0.13425925925925927
Flow Cytometry Section,Autoimmunity and Functional Genomics Section,0.13414634146341464
HIV-Specific Immunity Section,Genomic Technologies Section,0.13414634146341464
Innate Immunity and Pathogenesis Section,Inflammation & Innate Immunity Unit,0.13414634146341464
RML Genomics Unit,Immunobiology and Molecular Virology Unit,0.13414634146341464
Structural Virology Section,Autoimmunity and Functional Genomics Section,0.13414634146341464
Viral Immunology Section,Immunobiology and Molecular Virology Unit,0.1340782122905028
Malaria Infection Biology and Immunity Unit,Lymphocyte Biology Section,0.13402061855670103
Translational Autoinflammatory Disease Studies Unit,B-Cell Immunology Section,0.13402061855670103
Infectious Disease Pathogenesis Section,Immunobiology and Molecular Virology Unit,0.13392857142857142
Vector Molecular Biology Section,Molecular Pathogenesis and Biomarkers Section,0.13392857142857142
Viral Pathogenesis and Vaccine Section,TSE/Prion Biochemistry Section,0.13392857142857142
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Immune Activation Section,0.13385826771653545
Molecular Development of the Immune System Section,Clinical Research Section,0.13385826771653545
Molecular Signaling Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.13385826771653545
RML Genomics Unit,Chlamydial Diseases Section,0.13385826771653545
RML Microscopy Unit,Neuroimmunology Unit,0.13385826771653545
TSE/Prion Biochemistry Section,Immune Activation Section,0.13380281690140844
TSE/Prion Biochemistry Section,Molecular Signaling Section,0.13380281690140844
Molecular Pathogenesis and Biomarkers Section,HIV Immunovirology Section,0.13372093023255813
Molecular Pathogenesis and Biomarkers Section,Molecular Parasitology Section,0.13372093023255813
Molecular and Cellular Immunology Section,Intracellular Parasite Biology Section,0.13372093023255813
HIV-Specific Immunity Section,Genetic Engineering Section,0.13368983957219252
Immune Activation Section,Emerging Respiratory Viruses Section,0.13365155131264916
Medical Virology Section,Immune Activation Section,0.13365155131264916
Molecular Signaling Section,Emerging Respiratory Viruses Section,0.13365155131264916
Molecular Signaling Section,Medical Virology Section,0.13365155131264916
Infectious Disease Pathogenesis Section,Building 33,0.13333333333333333
Innate Immunity and Pathogenesis Section,Cellular Biology Section,0.13333333333333333
Mucosal Immunobiology Section,Computational Biology Unit,0.13333333333333333
Neuroimmunology Unit,Clinical Research Section,0.13333333333333333
Office of the Animal Program Director,Building NIHAC/103,0.13333333333333333
Protein Chemistry Section,Building NIHAC/103,0.13333333333333333
RML Flow Cytometry Unit,Molecular Defenses Section,0.13333333333333333
