section_a,section_b,project_cat_similarity
Translational Mycology Section,Fungal Pathogenesis Section,0.2727272727272727
Translational Mycology Section,Molecular Genetics Section (Laboratory of Bacteriology),0.2727272727272727
Vector-Pathogen-Host Interaction Unit,Hepatic Pathogenesis Section,0.2727272727272727
Vector-Pathogen-Host Interaction Unit,Quantitative Virology and Evolution Unit,0.2727272727272727
Viral Biochemistry Section,Barrier Immunity Section,0.2727272727272727
Viral Biology Section,Malaria Functional Genomics Section,0.2727272727272727
Viral Biology Section,Quantitative Virology and Evolution Unit,0.2727272727272727
Viral Pathogenesis Section (Laboratory of Immunoregulation),Infectious Disease Fellowship Training Program,0.2727272727272727
Viral Pathogenesis Section (Laboratory of Viral Diseases),Nonhuman Primate Virology Section,0.2727272727272727
Viral Pathogenesis and Vaccine Section,Molecular Microbiology Section,0.2727272727272727
Viral Pathogenesis and Vaccine Section,Viral Pathogenesis and Evolution Section,0.2727272727272727
Vector Biology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.2719298245614035
Neuroimmunology Unit,Immunity to Pulmonary Pathogens Section,0.2714285714285714
Malaria Immunology Section,Immunity to Pulmonary Pathogens Section,0.2711864406779661
Malaria Immunology Section,Lyme Disease Studies Unit,0.2711864406779661
Neuroimmunology Unit,Coxiella Pathogenesis Section,0.2711864406779661
Microbial Pathogenesis Section,Emerging Respiratory Viruses Section,0.27106227106227104
Microbial Pathogenesis Section,Medical Virology Section,0.27106227106227104
Retroviral Immunology Section,Caliciviruses Section,0.2708333333333333
Systems Genomics Section,Retroviral Immunology Section,0.2708333333333333
TSE/Prion Molecular Biology Section,Molecular Microbiology Section,0.2708333333333333
Type 2 Immunity Section,Immune Activation Section,0.2708333333333333
Type 2 Immunity Section,Molecular Signaling Section,0.2708333333333333
Vector Molecular Biology Section,Coxiella Pathogenesis Section,0.2708333333333333
Lymphocyte Biology Section,Emerging Respiratory Viruses Section,0.27075812274368233
Medical Virology Section,Lymphocyte Biology Section,0.27075812274368233
Malaria Genetics Section,Clinical Pathophysiology Section,0.27058823529411763
Plague Section,Malaria Genetics Section,0.27058823529411763
B-Cell Molecular Immunology Section,Antibacterial Host Defense Unit,0.2702702702702703
Human Eosinophil Section,Epidemiology and Population Studies Unit,0.2702702702702703
Intracellular Parasite Biology Section,Autoimmunity and Functional Genomics Section,0.2702702702702703
Molecular Genetics Section (Laboratory of Bacteriology),Infectious Disease Fellowship Training Program,0.2702702702702703
Nonhuman Primate Virology Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.2702702702702703
Translational Mycology Section,B-Cell Molecular Immunology Section,0.2702702702702703
Translational Mycology Section,Systems Genomics Section,0.2702702702702703
Viral Pathogenesis Section (Laboratory of Immunoregulation),Epidemiology and Population Studies Unit,0.2702702702702703
Molecular Biology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.27
Viral Immunology Section,B-Cell Molecular Immunology Section,0.2698412698412698
Cellular Immunology Section,Cell Signaling and Immunity Section,0.2692307692307692
Inflammation Biology Section,Inflammation & Innate Immunity Unit,0.2692307692307692
Integrative Immunobiology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.2692307692307692
T-Lymphocyte Biology Section,Epithelial Therapeutics Unit,0.2692307692307692
Viral Immunology Section,Clinical Research Section,0.2692307692307692
Viral Pathogenesis Section (Laboratory of Immunoregulation),Structural Immunology Section,0.2692307692307692
Molecular Microbiology Section,Gene Regulation Section,0.26865671641791045
HIV-Specific Immunity Section,Clinical Research Section,0.26851851851851855
Retroviral Immunology Section,Lymphocyte Biology Section,0.26851851851851855
Caliciviruses Section,B-Cell Molecular Immunology Section,0.2682926829268293
Intracellular Parasite Biology Section,Infectious Disease Fellowship Training Program,0.2682926829268293
Multiscale Systems Biology Section,Clinical Pathophysiology Section,0.2682926829268293
Pathogen Molecular Genetics Section,Molecular Genetics Section (Laboratory of Bacteriology),0.2682926829268293
Systems Genomics Section,B-Cell Immunology Section,0.2682926829268293
Systems Genomics Section,Intracellular Parasite Biology Section,0.2682926829268293
Malaria Cell Biology Section,Lymphocyte Activation Section,0.2681818181818182
Lymphocyte Biology Section,International HIV/STD Section,0.2681564245810056
Mucosal Immunity Section,Molecular Microbiology Section,0.26804123711340205
Host-Pathogen Interactions and Structural Vaccinology Section,Cell Signaling and Immunity Section,0.26785714285714285
Viral Immunology Section,Structural Immunology Section,0.26785714285714285
Lymphocyte Biology Section,Clinical Research Section,0.2676056338028169
TSE/Prion and Retroviral Pathogenesis Section,Signaling Systems Section,0.2676056338028169
Intracellular Parasite Biology Section,Helminth Immunology Section,0.26744186046511625
Coxiella Pathogenesis Section,Cell Signaling and Immunity Section,0.26666666666666666
Host-Parasite Interactions Section,Fungal Pathogenesis Section,0.26666666666666666
Infectious Disease Fellowship Training Program,Epidemiology and Population Studies Unit,0.26666666666666666
Lyme Disease Studies Unit,Immunopathogenesis Section (Laboratory of Immunoregulation),0.26666666666666666
Multiscale Systems Biology Section,Chemotaxis Signal Section,0.26666666666666666
Multiscale Systems Biology Section,Molecular Defenses Section,0.26666666666666666
Pathogen Molecular Genetics Section,B-Cell Immunology Section,0.26666666666666666
Systems Genomics Section,Epidemiology and Population Studies Unit,0.26666666666666666
Translational Mycology Section,Structural Immunology Section,0.26666666666666666
Viral Pathogenesis Section (Laboratory of Immunoregulation),T-Lymphocyte Biology Section,0.26666666666666666
Retroviral Immunology Section,Metaorganism Immunity Section,0.26582278481012656
Lymphocyte Activation Section,Cellular Immunology Section,0.265625
Retroviral Immunology Section,Lung and Vascular Inflammation Section,0.265625
Vector Biology Section,B-Cell Molecular Immunology Section,0.265625
Mucosal Immunity Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.26548672566371684
Molecular Pathology Section,B-Cell Molecular Immunology Section,0.2653061224489796
Viral Pathogenesis and Evolution Section,HIV-Specific Immunity Section,0.26515151515151514
Signaling Systems Section,Molecular Parasitology Section,0.26506024096385544
Vector Molecular Biology Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.26506024096385544
Viral Pathogenesis and Evolution Section,Emerging Respiratory Viruses Section,0.26501766784452296
Viral Pathogenesis and Evolution Section,Medical Virology Section,0.26501766784452296
Viral Pathogenesis Section (Laboratory of Viral Diseases),Helminth Immunology Section,0.26495726495726496
Intracellular Parasite Biology Section,Immunobiology Section,0.2647058823529412
Plague Section,Microbial Pathogenesis Section,0.2647058823529412
Salmonella-Host Cell Interactions Section,Computational Biology Unit,0.2647058823529412
Structural Biology Section,Plague Section,0.2647058823529412
T-Lymphocyte Biology Section,Antibacterial Host Defense Unit,0.2647058823529412
Vector Biology Section,Pathogen Molecular Genetics Section,0.2647058823529412
Virus Ecology Section,Coxiella Pathogenesis Section,0.2647058823529412
Clinical Research Section,Clinical Pathophysiology Section,0.26436781609195403
Molecular Pathogenesis and Biomarkers Section,HIV-Specific Immunity Section,0.26436781609195403
Mucosal Immunobiology Section,Molecular Parasitology Section,0.26436781609195403
Malaria Genetics Section,International HIV/STD Section,0.2641509433962264
Pathogen-Host Cell Biology Section,Mucosal Immunobiology Section,0.2641509433962264
Retroviral Immunology Section,Plague Section,0.2641509433962264
Signaling Systems Section,Immune Activation Section,0.2641509433962264
Signaling Systems Section,Molecular Defenses Section,0.2641509433962264
Signaling Systems Section,Molecular Signaling Section,0.2641509433962264
Immunobiology Section,Epidemiology and Population Studies Unit,0.2638888888888889
Metaorganism Immunity Section,Disease Modeling and Transmission Section,0.2638888888888889
TSE/Prion and Retroviral Pathogenesis Section,Pathogen Molecular Genetics Section,0.2638888888888889
Structural Virology Section,Emerging Respiratory Viruses Section,0.26373626373626374
Structural Virology Section,Medical Virology Section,0.26373626373626374
Fungal Pathogenesis Section,Food Allergy Research Section,0.2631578947368421
Immunopathogenesis Section (Laboratory of Immunoregulation),Cell Signaling and Immunity Section,0.2631578947368421
Lung and Vascular Inflammation Section,Intracellular Parasite Biology Section,0.2631578947368421
Lyme Disease Studies Unit,Clinical Research Section,0.2631578947368421
Malaria Immunology Section,Lymphocyte Activation Section,0.2631578947368421
Molecular Genetics Section (Laboratory of Bacteriology),Cellular Immunology Section,0.2631578947368421
Mucosal Immunobiology Section,Immune Activation Section,0.2631578947368421
Mucosal Immunobiology Section,Molecular Signaling Section,0.2631578947368421
Signaling Systems Section,Chlamydial Diseases Section,0.2631578947368421
Structural Virology Section,Microbial Pathogenesis Section,0.2631578947368421
T-Cell Tolerance and Memory Section,Lymphocyte Biology Section,0.2631578947368421
T-Lymphocyte Biology Section,Caliciviruses Section,0.2631578947368421
T-Lymphocyte Biology Section,Systems Genomics Section,0.2631578947368421
Vector Biology Section,Cellular Biology Section,0.2631578947368421
Viral Biochemistry Section,Functional Cellular Networks Section,0.2631578947368421
Viral Biology Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.2631578947368421
Viral Pathogenesis Section (Laboratory of Immunoregulation),Barrier Immunity Section,0.2631578947368421
Molecular Development of the Immune System Section,Helminth Immunology Section,0.26282051282051283
Lung and Vascular Inflammation Section,Epidemiology and Population Studies Unit,0.26229508196721313
Structural Immunology Section,Immunobiology Section,0.26229508196721313
Vector Biology Section,Apicomplexan Molecular Physiology Section,0.26229508196721313
TSE/Prion Molecular Biology Section,Immunobiology Section,0.2621359223300971
Gene Regulation Section,Biology of Vector-Borne Viruses Section,0.2619047619047619
Hepatic Pathogenesis Section,Antibacterial Host Defense Unit,0.2619047619047619
Molecular Genetics Section (Laboratory of Bacteriology),Clinical Pathophysiology Section,0.2619047619047619
Mosquito Immunity and Vector Competence Section,Gene Regulation Section,0.2619047619047619
Signaling Systems Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.2619047619047619
Translational Mycology Section,Clinical Pathophysiology Section,0.2619047619047619
Virus Ecology Section,Molecular and Cellular Immunology Section,0.2619047619047619
Molecular Microbiology Section,Helminth Immunology Section,0.2616822429906542
Clinical and Molecular Retrovirology Section,B-Cell Molecular Immunology Section,0.26153846153846155
Malaria Genetics Section,Disease Modeling and Transmission Section,0.26143790849673204
Clinical Pathophysiology Section,Caliciviruses Section,0.2608695652173913
HIV-Specific Immunity Section,Coxiella Pathogenesis Section,0.2608695652173913
Immunobiology Section,Clinical and Molecular Retrovirology Section,0.2608695652173913
Integrative Immunobiology Section,Innate Immunity and Pathogenesis Section,0.2608695652173913
Microbial Pathogenesis Section,Cell Signaling and Immunity Section,0.2608695652173913
Molecular and Cellular Immunology Section,Biology of Vector-Borne Viruses Section,0.2608695652173913
Mucosal Immunobiology Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.2608695652173913
Retroviral Immunology Section,Genetic Engineering Section,0.2608695652173913
Viral Biology Section,Integrative Immunobiology Section,0.2608695652173913
Viral Pathogenesis and Vaccine Section,B-Cell Molecular Immunology Section,0.2608695652173913
Virus Ecology Section,Computational Biology Unit,0.2608695652173913
Neuroimmunological Diseases Section,Human Immunological Diseases Section,0.2605042016806723
Viral Pathogenesis and Evolution Section,Chlamydial Diseases Section,0.2605042016806723
TSE/Prion Molecular Biology Section,Cellular Immunology Section,0.2604166666666667
Tuberculosis Research Section,Microbial Pathogenesis Section,0.2604166666666667
Immunobiology Section,Clinical Pathophysiology Section,0.2602739726027397
Viral Pathogenesis Section (Laboratory of Viral Diseases),Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.2601626016260163
