section_a,section_b,project_term_similarity
Scientist Emerita,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.09971830985915493
Human Immunological Diseases Section,Hepatic Pathogenesis Section,0.09971740008074284
Viral Biology Section,Molecular Pathology Section,0.09971014492753623
Viral Immunology Section,HIV-Specific Immunity Section,0.09970530451866405
Pathogen Molecular Genetics Section,Molecular Parasitology Section,0.09968602825745683
Type 2 Immunity Section,Cellular Biology Section,0.09968454258675079
Molecular Genetics Section (Laboratory of Bacteriology),Helminth Immunology Section,0.0996551724137931
Malaria Genetics Section,Clinical Research Section,0.09963840899959824
Helminth Immunology Section,Cellular Biology Section,0.0996382768826044
Innate Immunity and Pathogenesis Section,B-Cell Immunology Section,0.09963547995139732
Intracellular Parasite Biology Section,Clinical Research Section,0.09963250306247448
Lymphocyte Activation Section,Clinical Pathophysiology Section,0.0996126175982291
Viral Pathogenesis Section (Laboratory of Immunoregulation),Scientist Emerita,0.099609375
Pathogen Molecular Genetics Section,Multiscale Systems Biology Section,0.099601593625498
B-Cell Molecular Immunology Section,Autoimmunity and Functional Genomics Section,0.09958677685950414
Molecular Pathogenesis and Biomarkers Section,Human Immunological Diseases Section,0.09958190801976435
Physiology Unit,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.09954751131221719
DNA Tumor Virus Section,B-Cell Immunology Section,0.09953917050691244
Microbial Pathogenesis Section,B-Cell Immunology Section,0.09953455066237021
Inflammation Biology Section,Functional Cellular Networks Section,0.09951690821256039
Chemotaxis Signal Section,Biology of Vector-Borne Viruses Section,0.09951456310679611
Viral Pathogenesis Section (Laboratory of Viral Diseases),Helminth Immunology Section,0.09950413223140496
Neuroimmunological Diseases Section,Inflammation Biology Section,0.09949164851125636
Vector Biology Section,Molecular Development of the Immune System Section,0.09948761742100769
T-Lymphocyte Biology Section,Clinical and Molecular Retrovirology Section,0.09947946790052054
Mucosal Immunity Section,Infectious Disease Fellowship Training Program,0.09946055293324342
Molecular Parasitology Section,Hepatic Pathogenesis Section,0.09943714821763602
TSE/Prion Molecular Biology Section,Metaorganism Immunity Section,0.09943618657098924
Molecular Pathogenesis and Biomarkers Section,Genetic Immunotherapy Section,0.09942580840132971
Nonhuman Primate Virology Section,Lymphocyte Activation Section,0.09941627143378329
Scientist Emerita,Inflammation Biology Section,0.09941089837997054
Human Eosinophil Section,Hepatic Pathogenesis Section,0.09940944881889764
Lymphocyte Biology Section,Autoimmunity and Functional Genomics Section,0.09940944881889764
Signaling Systems Section,Molecular Microbiology Section,0.09935739001482946
TSE/Prion and Retroviral Pathogenesis Section,T-Lymphocyte Biology Section,0.09932279909706546
Vector Molecular Biology Section,Caliciviruses Section,0.09931895573212259
Translational Autoinflammatory Disease Studies Unit,Infectious Disease Fellowship Training Program,0.09931840311587146
Vector-Pathogen-Host Interaction Unit,Integrative Immunobiology Section,0.09931506849315068
T-Lymphocyte Biology Section,Malaria Functional Genomics Section,0.09929906542056074
Nonhuman Primate Virology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.09929411764705882
Malaria Immunology Section,Gene Regulation Section,0.09927360774818401
Malaria Genetics Section,International HIV/STD Section,0.09925644129344631
Structural Virology Section,Structural Immunology Section,0.09925558312655088
Prion Cell Biology Unit,Inflammation & Innate Immunity Unit,0.09923664122137404
Lymphocyte Biology Section,Gene Regulation Section,0.09921174232128296
TSE/Prion Molecular Biology Section,Molecular Pathology Section,0.09918616480162767
Helminth Immunology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.09916527545909849
Metaorganism Immunity Section,Malaria Cell Biology Section,0.09913954358398804
Malaria Cell Biology Section,Intracellular Parasite Biology Section,0.09913631242959069
Integrative Immunobiology Section,Computational Biology Unit,0.09912536443148688
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Epidemiology and Population Studies Unit,0.09910485933503836
Physiology Unit,Molecular Pathogenesis and Biomarkers Section,0.0990990990990991
Molecular Genetics Section (Laboratory of Bacteriology),Inflammation Biology Section,0.09907341411261582
Infectious Disease Fellowship Training Program,Immune Deficiency Genetics Section,0.09905660377358491
Molecular Biology Section,Hepatic Pathogenesis Section,0.09903640256959315
Immunopathogenesis Section (Laboratory of Immunoregulation),Immunity to Pulmonary Pathogens Section,0.09903089036947305
Molecular Parasitology Section,Clinical Research Section,0.0990282276723739
Translational Autoinflammatory Disease Studies Unit,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.09902514109799897
T-Lymphocyte Biology Section,Lung and Vascular Inflammation Section,0.09900471451021477
T-Cell Tolerance and Memory Section,Molecular Parasitology Section,0.09899117276166457
Lyme Disease Studies Unit,HIV-Specific Immunity Section,0.09898599710284886
Clinical Pathophysiology Section,Chemotaxis Signal Section,0.09895547003848268
Viral Pathogenesis and Vaccine Section,Disease Modeling and Transmission Section,0.0989399293286219
Integrative Immunobiology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.09893307468477207
Structural Virology Section,Malaria Genetics Section,0.09892280071813285
Viral Immunology Section,T-Cell Tolerance and Memory Section,0.0989010989010989
TSE/Prion and Retroviral Pathogenesis Section,Molecular Microbiology Section,0.09888143176733781
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Cellular Biology Section,0.09887869520897044
Molecular and Cellular Immunoregulation Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.09886201991465149
TSE/Prion and Retroviral Pathogenesis Section,B-Cell Molecular Immunology Section,0.09884974838245866
Signaling Systems Section,Salmonella-Host Cell Interactions Section,0.09884836852207293
Molecular Defenses Section,Clinical and Molecular Retrovirology Section,0.09884678747940692
Vector Biology Section,Signaling Systems Section,0.0988399071925754
Systems Genomics Section,Retroviral Immunology Section,0.09880239520958084
Pathogen Molecular Genetics Section,Immune Activation Section,0.09878682842287695
Pathogen Molecular Genetics Section,Molecular Signaling Section,0.09878682842287695
Fungal Pathogenesis Section,Computational Biology Unit,0.09876543209876543
Viral Biology Section,Multiscale Systems Biology Section,0.09876543209876543
T-Lymphocyte Biology Section,Molecular Genetics Section (Laboratory of Bacteriology),0.09873417721518987
TSE/Prion Molecular Biology Section,Biology of Vector-Borne Viruses Section,0.09870317002881844
Plague Section,Mucosal Immunity Section,0.09869848156182212
Integrative Immunobiology Section,Inflammation & Innate Immunity Unit,0.09866666666666667
Retroviral Immunology Section,Infectious Disease Fellowship Training Program,0.09863339275103981
Plague Section,Helminth Immunology Section,0.09862068965517241
Tuberculosis Research Section,Clinical and Molecular Retrovirology Section,0.09861212563915267
TSE/Prion and Retroviral Pathogenesis Section,Multiscale Systems Biology Section,0.09859154929577464
Structural Immunology Section,Human Immunological Diseases Section,0.09858702633269108
Immunity to Pulmonary Pathogens Section,Clinical Research Section,0.09857723577235772
Viral Biology Section,Apicomplexan Molecular Physiology Section,0.09855564995751911
Lung and Vascular Inflammation Section,Gene Regulation Section,0.0985485103132162
Human Eosinophil Section,Computational Biology Unit,0.09853249475890985
Neuroimmunological Diseases Section,Genetic Immunotherapy Section,0.09852525886413555
Food Allergy Research Section,Barrier Immunity Section,0.09852216748768473
Plague Section,Infectious Disease Fellowship Training Program,0.09850746268656717
Structural Informatics Unit,Computational Biology Unit,0.09848484848484848
Translational Mycology Section,Clinical Research Section,0.09848058525604952
Mucosal Immunity Section,Biology of Vector-Borne Viruses Section,0.09847071988064156
Neuroimmunology Unit,Infectious Disease Fellowship Training Program,0.09846917666528755
Scientist Emerita,Cellular Immunology Section,0.09846917666528755
T-Lymphocyte Biology Section,Helminth Immunology Section,0.09846743295019157
TSE/Prion and Retroviral Pathogenesis Section,Apicomplexan Molecular Physiology Section,0.09846547314578005
Epidemiology and Population Studies Unit,B-Cell Immunology Section,0.0984643179765131
Mucosal Immunity Section,International HIV/STD Section,0.09844796104686548
TSE/Prion and Retroviral Pathogenesis Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.09842748980780432
Chlamydial Diseases Section,Chemotaxis Signal Section,0.0984251968503937
Nonhuman Primate Virology Section,Chemotaxis Signal Section,0.09840425531914894
Molecular Parasitology Section,B-Cell Molecular Immunology Section,0.09840142095914742
T-Lymphocyte Biology Section,Molecular Parasitology Section,0.09838472834067548
Translational Mycology Section,Disease Modeling and Transmission Section,0.0983722576079264
Vector-Pathogen-Host Interaction Unit,Multiscale Systems Biology Section,0.09836065573770492
Molecular and Cellular Immunology Section,Molecular Pathogenesis and Biomarkers Section,0.0983477576711251
Intracellular Parasite Biology Section,Barrier Immunity Section,0.0982961992136304
Pathogen-Host Cell Biology Section,B-Cell Immunology Section,0.09829488465396188
TSE/Prion and Retroviral Pathogenesis Section,Molecular Development of the Immune System Section,0.09828850855745722
Multiscale Systems Biology Section,Infectious Disease Fellowship Training Program,0.09827456864216054
Translational Autoinflammatory Disease Studies Unit,Mosquito Immunity and Vector Competence Section,0.09825224374114312
Viral Biochemistry Section,Pathogen Molecular Genetics Section,0.09825033647375504
Type 2 Immunity Section,Pathogen-Host Cell Biology Section,0.09823911028730306
Viral Pathogenesis Section (Laboratory of Immunoregulation),Viral Immunology Section,0.09821976672805402
LID Clinical Studies Unit,Epithelial Therapeutics Unit,0.09821428571428571
TSE/Prion and Retroviral Pathogenesis Section,Clinical Pathophysiology Section,0.09820585457979225
Molecular Genetics Section (Laboratory of Bacteriology),Epidemiology and Population Studies Unit,0.09819967266775777
Salmonella-Host Cell Interactions Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.09819967266775777
Molecular and Cellular Immunoregulation Section,Antibacterial Host Defense Unit,0.09819121447028424
Host-Pathogen Interactions and Structural Vaccinology Section,Host-Parasite Interactions Section,0.09817351598173515
Multiscale Systems Biology Section,Human Immunological Diseases Section,0.09817351598173515
Translational Mycology Section,Genetic Immunotherapy Section,0.09816971713810316
Vector Biology Section,B-Cell Molecular Immunology Section,0.09813774756133609
Molecular Pathology Section,Malaria Functional Genomics Section,0.09811090798293723
TSE/Prion and Retroviral Pathogenesis Section,Gene Regulation Section,0.0980872976949485
Pathogen Molecular Genetics Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.0980720871751886
Scientist Emerita,Biology of Vector-Borne Viruses Section,0.09806835066864784
TSE/Prion and Retroviral Pathogenesis Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.0980674935102394
Signaling Systems Section,Clinical and Molecular Retrovirology Section,0.09805924412665985
Neuroimmunological Diseases Section,Clinical and Molecular Retrovirology Section,0.09804902451225612
Host-Parasite Interactions Section,Epithelial Therapeutics Unit,0.09803921568627451
Viral Biochemistry Section,Coxiella Pathogenesis Section,0.09802816901408451
Disease Modeling and Transmission Section,Clinical Pathophysiology Section,0.09801699716713881
TSE/Prion Biochemistry Section,Chlamydial Diseases Section,0.09800520381613183
Molecular HIV Host Interactions Section,Helminth Immunology Section,0.09796176331173961
Neuroimmunology Unit,Chlamydial Diseases Section,0.09795704557359874
T-Lymphocyte Biology Section,Epidemiology and Population Studies Unit,0.09795479009687837
Hepatic Pathogenesis Section,Disease Modeling and Transmission Section,0.09795370680979537
Viral Pathogenesis and Vaccine Section,HIV Immunovirology Section,0.097926267281106
